hlpi_name,year,hlpi,nzhec,nzhec_name,nzhec_short,level,nzhec1,nzhec1_name,nzhec1_short,weight,exp_pw,eqv_exp_pw,,,
Expenditure quintile 2,2008,expq2,6,Health,Health,group,6,Health,Health,4.5,25.1,15.6,,,
Expenditure quintile 2,2008,expq2,6.1,"Medical products, appliances and equipment",Medical products,subgroup,6,Health,Health,1.2,6.7,4.2,,,
Expenditure quintile 2,2008,expq2,6.2,Out-patient services,Out-patient services,subgroup,6,Health,Health,2.8,15.6,9.7,,,
Expenditure quintile 2,2008,expq2,6.3,Hospital services,Hospital services,subgroup,6,Health,Health,0.5,2.8,1.7,,,
Expenditure quintile 2,2008,expq2,7,Transport,Transport,group,7,Transport,Transport,12.4,69.2,43.1,,,
Expenditure quintile 2,2008,expq2,7.1,Purchase of vehicles,Vehicles,subgroup,7,Transport,Transport,0.9,5,3.1,,,
Expenditure quintile 2,2008,expq2,7.2,Private transport supplies and services,Private transport supplies,subgroup,7,Transport,Transport,9.7,54.1,33.7,,,
Expenditure quintile 2,2008,expq2,7.3,Passenger transport services,Passenger transport,subgroup,7,Transport,Transport,1.7,9.5,5.9,,,
Expenditure quintile 2,2008,expq2,8,Communication,Communication,group,8,Communication,Communication,3.6,20.1,12.5,,,
Expenditure quintile 2,2008,expq2,8.1,Postal services,Postal services,subgroup,8,Communication,Communication,0.2,1.1,0.7,,,
Expenditure quintile 2,2008,expq2,8.2,Telecommunication equipment,Telecommunication equip,subgroup,8,Communication,Communication,0.1,0.6,0.4,,,
Expenditure quintile 2,2008,expq2,8.3,Telecommunication services,Telecommunication services,subgroup,8,Communication,Communication,3.3,18.4,11.5,,,
Expenditure quintile 2,2008,expq2,9,Recreation and culture,Recreation and culture,group,9,Recreation and culture,Recreation and culture,7.3,40.7,25.4,,,
Expenditure quintile 2,2008,expq2,9.1,Audio-visual and computing equipment,Audio-visual,subgroup,9,Recreation and culture,Recreation and culture,1.4,7.8,4.9,,,
Expenditure quintile 2,2008,expq2,9.2,Major recreational and cultural equipment,Major recreational equip,subgroup,9,Recreation and culture,Recreation and culture,0.1,0.6,0.4,,,
Expenditure quintile 2,2008,expq2,9.3,Other recreational equipment and supplies,Other recreational equip,subgroup,9,Recreation and culture,Recreation and culture,1.9,10.6,6.6,,,
Expenditure quintile 2,2008,expq2,9.4,Recreational and cultural services,Rec & cultural services,subgroup,9,Recreation and culture,Recreation and culture,1.8,10,6.3,,,
Expenditure quintile 2,2008,expq2,9.5,"Newspapers, books and stationery",Newspapers & books,subgroup,9,Recreation and culture,Recreation and culture,1.4,7.8,4.9,,,
Expenditure quintile 2,2008,expq2,9.6,Accommodation services,Accomodation,subgroup,9,Recreation and culture,Recreation and culture,0.3,1.7,1,,,
Expenditure quintile 2,2008,expq2,9.7,Package holidays,Package holidays,subgroup,9,Recreation and culture,Recreation and culture,0.4,2.2,1.4,,,
Expenditure quintile 2,2008,expq2,10,Education,Education,group,10,Education,Education,0.8,4.5,2.8,,,
Expenditure quintile 2,2008,expq2,10.1,Early childhood education,Early childhood education,subgroup,10,Education,Education,0.1,0.6,0.4,,,
Expenditure quintile 2,2008,expq2,10.2,Primary and secondary education,Primary/secondary education,subgroup,10,Education,Education,0.2,1.1,0.7,,,
Expenditure quintile 2,2008,expq2,10.3,Tertiary and other post school education,Tertiary education,subgroup,10,Education,Education,0.4,2.2,1.4,,,
Expenditure quintile 2,2008,expq2,10.4,Other educational fees,Other education,subgroup,10,Education,Education,0,0,0,,,
Expenditure quintile 2,2008,expq2,11,Miscellaneous goods and services,Miscellaneous,group,11,Miscellaneous goods and services,Miscellaneous,9.7,54.1,33.7,,,
Expenditure quintile 2,2008,expq2,11.1,Personal care,Personal care,subgroup,11,Miscellaneous goods and services,Miscellaneous,2.2,12.3,7.7,,,
Expenditure quintile 2,2008,expq2,11.3,Personal effects,Personal effects,subgroup,11,Miscellaneous goods and services,Miscellaneous,0.3,1.7,1,,,
Expenditure quintile 2,2008,expq2,11.4,Insurance,Insurance,subgroup,11,Miscellaneous goods and services,Miscellaneous,4.1,22.9,14.3,,,
Expenditure quintile 2,2008,expq2,11.5,Credit services,Credit services,subgroup,11,Miscellaneous goods and services,Miscellaneous,0.5,2.8,1.7,,,
Expenditure quintile 2,2008,expq2,11.6,Other miscellaneous services,Miscellaneous services,subgroup,11,Miscellaneous goods and services,Miscellaneous,2.6,14.5,9,,,
Expenditure quintile 2,2008,expq2,13,Other expenditure,Interest,group,13,Other expenditure,Interest,5.4,30.1,18.8,,,
Expenditure quintile 2,2008,expq2,13.1,Interest payments,Interest,subgroup,13,Other expenditure,Interest,5.4,30.1,18.8,,,
Expenditure quintile 2,2008,expq2,04.1.01,Actual rentals for housing,Rent,class,4,Housing and household utilities,Housing,11.9,66.5,41.4,,,
Expenditure quintile 2,2008,expq2,04.4.03,Local authority rates and payments,Local authority rates,class,4,Housing and household utilities,Housing,3.5,19.7,12.3,,,
Expenditure quintile 2,2008,expq2,04.5.01,Electricity,Electricity,class,4,Housing and household utilities,Housing,5.4,29.8,18.6,,,
Expenditure quintile 2,2008,expq2,07.2.02,Petrol,Petrol,class,7,Transport,Transport,6.4,35.8,22.3,,,
Expenditure quintile 3,2008,expq3,1,Food,Food,group,1,Food,Food,18.9,154.6,91.1,,,
Expenditure quintile 3,2008,expq3,1.1,Fruit and vegetables,Fruit & veg,subgroup,1,Food,Food,2.6,21.3,12.5,,,
Expenditure quintile 3,2008,expq3,1.2,"Meat, poultry and fish",Meat,subgroup,1,Food,Food,3.1,25.4,14.9,,,
Expenditure quintile 3,2008,expq3,1.3,Grocery food,Grocery food,subgroup,1,Food,Food,7.8,63.8,37.6,,,
Expenditure quintile 3,2008,expq3,1.4,Non-alcoholic beverages,Soft drinks,subgroup,1,Food,Food,1.8,14.7,8.7,,,
Expenditure quintile 3,2008,expq3,1.5,Restaurant meals and ready-to-eat food,Restaurant meals,subgroup,1,Food,Food,3.6,29.5,17.4,,,
Expenditure quintile 3,2008,expq3,2,Alcoholic beverages and tobacco,Alcohol and tobacco,group,2,Alcoholic beverages and tobacco,Alcohol and tobacco,5.9,48.3,28.4,,,
Expenditure quintile 3,2008,expq3,2.1,Alcoholic beverages,Alcohol,subgroup,2,Alcoholic beverages and tobacco,Alcohol and tobacco,3.7,30.3,17.8,,,
Expenditure quintile 3,2008,expq3,2.2,Cigarettes and tobacco,Cigarettes and tobacco,subgroup,2,Alcoholic beverages and tobacco,Alcohol and tobacco,2.2,18,10.6,,,
Expenditure quintile 3,2008,expq3,3,Clothing and footwear,Clothing and footwear,group,3,Clothing and footwear,Clothing and footwear,3.8,31.1,18.3,,,
Expenditure quintile 3,2008,expq3,3.1,Clothing,Clothing,subgroup,3,Clothing and footwear,Clothing and footwear,3.1,25.4,14.9,,,
Expenditure quintile 3,2008,expq3,3.2,Footwear,Footwear,subgroup,3,Clothing and footwear,Clothing and footwear,0.7,5.7,3.4,,,
Expenditure quintile 3,2008,expq3,4,Housing and household utilities,Housing,group,4,Housing and household utilities,Housing,20.6,168.5,99.3,,,
Expenditure quintile 3,2008,expq3,4.1,Actual rentals for housing,Rent,subgroup,4,Housing and household utilities,Housing,11.3,92.5,54.5,,,
Expenditure quintile 3,2008,expq3,4.3,Property maintenance,Property maintenance,subgroup,4,Housing and household utilities,Housing,1.9,15.6,9.2,,,
Expenditure quintile 3,2008,expq3,4.4,Property rates and related services,Property rates,subgroup,4,Housing and household utilities,Housing,2.9,23.7,14,,,
Expenditure quintile 3,2008,expq3,4.5,Household energy,Household energy,subgroup,4,Housing and household utilities,Housing,4.5,36.8,21.7,,,
Expenditure quintile 3,2008,expq3,5,Household contents and services,Contents and services,group,5,Household contents and services,Contents and services,4.2,34.4,20.2,,,
Expenditure quintile 3,2008,expq3,5.1,"Furniture, furnishings and floor coverings",Furniture,subgroup,5,Household contents and services,Contents and services,1.2,9.8,5.8,,,
Expenditure quintile 3,2008,expq3,5.2,Household textiles,Textiles,subgroup,5,Household contents and services,Contents and services,0.4,3.3,1.9,,,
Expenditure quintile 3,2008,expq3,5.3,Household appliances,Appliances,subgroup,5,Household contents and services,Contents and services,1.2,9.8,5.8,,,
Expenditure quintile 3,2008,expq3,5.4,"Glassware, tableware and household utensils",Utensils,subgroup,5,Household contents and services,Contents and services,0.1,0.8,0.5,,,
Expenditure quintile 3,2008,expq3,5.5,Tools and equipment for house and garden,Tools,subgroup,5,Household contents and services,Contents and services,0.5,4.1,2.4,,,
Expenditure quintile 3,2008,expq3,5.6,Other household supplies and services,Other supplies and services,subgroup,5,Household contents and services,Contents and services,0.8,6.6,3.9,,,
Expenditure quintile 3,2008,expq3,6,Health,Health,group,6,Health,Health,3.4,27.8,16.4,,,
Expenditure quintile 3,2008,expq3,6.1,"Medical products, appliances and equipment",Medical products,subgroup,6,Health,Health,0.9,7.4,4.3,,,
Expenditure quintile 3,2008,expq3,6.2,Out-patient services,Out-patient services,subgroup,6,Health,Health,2.2,18,10.6,,,
Expenditure quintile 3,2008,expq3,6.3,Hospital services,Hospital services,subgroup,6,Health,Health,0.3,2.5,1.5,,,
Expenditure quintile 3,2008,expq3,7,Transport,Transport,group,7,Transport,Transport,13.3,108.8,64.1,,,
Expenditure quintile 3,2008,expq3,7.1,Purchase of vehicles,Vehicles,subgroup,7,Transport,Transport,1.5,12.3,7.2,,,
Expenditure quintile 3,2008,expq3,7.2,Private transport supplies and services,Private transport supplies,subgroup,7,Transport,Transport,9.4,76.9,45.3,,,
Expenditure quintile 3,2008,expq3,7.3,Passenger transport services,Passenger transport,subgroup,7,Transport,Transport,2.5,20.5,12.1,,,
Expenditure quintile 3,2008,expq3,8,Communication,Communication,group,8,Communication,Communication,3.2,26.2,15.4,,,
Expenditure quintile 3,2008,expq3,8.1,Postal services,Postal services,subgroup,8,Communication,Communication,0.2,1.6,1,,,
Expenditure quintile 3,2008,expq3,8.2,Telecommunication equipment,Telecommunication equip,subgroup,8,Communication,Communication,0.1,0.8,0.5,,,
Expenditure quintile 3,2008,expq3,8.3,Telecommunication services,Telecommunication services,subgroup,8,Communication,Communication,2.8,22.9,13.5,,,
Expenditure quintile 3,2008,expq3,9,Recreation and culture,Recreation and culture,group,9,Recreation and culture,Recreation and culture,8.8,72,42.4,,,
Expenditure quintile 3,2008,expq3,9.1,Audio-visual and computing equipment,Audio-visual,subgroup,9,Recreation and culture,Recreation and culture,1.7,13.9,8.2,,,
Expenditure quintile 3,2008,expq3,9.2,Major recreational and cultural equipment,Major recreational equip,subgroup,9,Recreation and culture,Recreation and culture,0.1,0.8,0.5,,,
Expenditure quintile 3,2008,expq3,9.3,Other recreational equipment and supplies,Other recreational equip,subgroup,9,Recreation and culture,Recreation and culture,1.8,14.7,8.7,,,
Expenditure quintile 3,2008,expq3,9.4,Recreational and cultural services,Rec & cultural services,subgroup,9,Recreation and culture,Recreation and culture,2.6,21.3,12.5,,,
Expenditure quintile 3,2008,expq3,9.5,"Newspapers, books and stationery",Newspapers & books,subgroup,9,Recreation and culture,Recreation and culture,1.6,13.1,7.7,,,
Expenditure quintile 3,2008,expq3,9.6,Accommodation services,Accomodation,subgroup,9,Recreation and culture,Recreation and culture,0.4,3.3,1.9,,,
Expenditure quintile 3,2008,expq3,9.7,Package holidays,Package holidays,subgroup,9,Recreation and culture,Recreation and culture,0.6,4.9,2.9,,,
Expenditure quintile 3,2008,expq3,10,Education,Education,group,10,Education,Education,1.6,13.1,7.7,,,
Expenditure quintile 3,2008,expq3,10.1,Early childhood education,Early childhood education,subgroup,10,Education,Education,0.2,1.6,1,,,
Expenditure quintile 3,2008,expq3,10.2,Primary and secondary education,Primary/secondary education,subgroup,10,Education,Education,0.7,5.7,3.4,,,
Expenditure quintile 3,2008,expq3,10.3,Tertiary and other post school education,Tertiary education,subgroup,10,Education,Education,0.7,5.7,3.4,,,
Expenditure quintile 3,2008,expq3,10.4,Other educational fees,Other education,subgroup,10,Education,Education,0.1,0.8,0.5,,,
Expenditure quintile 3,2008,expq3,11,Miscellaneous goods and services,Miscellaneous,group,11,Miscellaneous goods and services,Miscellaneous,9.3,76.1,44.8,,,
Expenditure quintile 3,2008,expq3,11.1,Personal care,Personal care,subgroup,11,Miscellaneous goods and services,Miscellaneous,2.3,18.8,11.1,,,
Expenditure quintile 3,2008,expq3,11.3,Personal effects,Personal effects,subgroup,11,Miscellaneous goods and services,Miscellaneous,0.3,2.5,1.5,,,
Expenditure quintile 3,2008,expq3,11.4,Insurance,Insurance,subgroup,11,Miscellaneous goods and services,Miscellaneous,4.2,34.4,20.2,,,
Expenditure quintile 3,2008,expq3,11.5,Credit services,Credit services,subgroup,11,Miscellaneous goods and services,Miscellaneous,0.6,4.9,2.9,,,
Expenditure quintile 3,2008,expq3,11.6,Other miscellaneous services,Miscellaneous services,subgroup,11,Miscellaneous goods and services,Miscellaneous,1.9,15.6,9.2,,,
Expenditure quintile 3,2008,expq3,13,Other expenditure,Interest,group,13,Other expenditure,Interest,7,57.3,33.7,,,
Expenditure quintile 3,2008,expq3,13.1,Interest payments,Interest,subgroup,13,Other expenditure,Interest,7,57.3,33.7,,,
Expenditure quintile 3,2008,expq3,04.1.01,Actual rentals for housing,Rent,class,4,Housing and household utilities,Housing,11.3,92.5,54.5,,,
Expenditure quintile 3,2008,expq3,04.4.03,Local authority rates and payments,Local authority rates,class,4,Housing and household utilities,Housing,2.5,20.4,12,,,
Expenditure quintile 3,2008,expq3,04.5.01,Electricity,Electricity,class,4,Housing and household utilities,Housing,3.9,32.3,19,,,
Expenditure quintile 3,2008,expq3,07.2.02,Petrol,Petrol,class,7,Transport,Transport,5.7,46.8,27.6,,,
Expenditure quintile 4,2008,expq4,1,Food,Food,group,1,Food,Food,16.7,189,109.4,,,
Expenditure quintile 4,2008,expq4,1.1,Fruit and vegetables,Fruit & veg,subgroup,1,Food,Food,2.3,26,15.1,,,
Expenditure quintile 4,2008,expq4,1.2,"Meat, poultry and fish",Meat,subgroup,1,Food,Food,2.6,29.4,17,,,
Expenditure quintile 4,2008,expq4,1.3,Grocery food,Grocery food,subgroup,1,Food,Food,6.5,73.6,42.6,,,
Expenditure quintile 4,2008,expq4,1.4,Non-alcoholic beverages,Soft drinks,subgroup,1,Food,Food,1.7,19.2,11.1,,,
Expenditure quintile 4,2008,expq4,1.5,Restaurant meals and ready-to-eat food,Restaurant meals,subgroup,1,Food,Food,3.5,39.6,22.9,,,
Expenditure quintile 4,2008,expq4,2,Alcoholic beverages and tobacco,Alcohol and tobacco,group,2,Alcoholic beverages and tobacco,Alcohol and tobacco,6.7,75.8,43.9,,,
Expenditure quintile 4,2008,expq4,2.1,Alcoholic beverages,Alcohol,subgroup,2,Alcoholic beverages and tobacco,Alcohol and tobacco,4.8,54.3,31.5,,,
Expenditure quintile 4,2008,expq4,2.2,Cigarettes and tobacco,Cigarettes and tobacco,subgroup,2,Alcoholic beverages and tobacco,Alcohol and tobacco,1.9,21.5,12.5,,,
Expenditure quintile 4,2008,expq4,3,Clothing and footwear,Clothing and footwear,group,3,Clothing and footwear,Clothing and footwear,3.9,44.1,25.6,,,
Expenditure quintile 4,2008,expq4,3.1,Clothing,Clothing,subgroup,3,Clothing and footwear,Clothing and footwear,3.1,35.1,20.3,,,
Expenditure quintile 4,2008,expq4,3.2,Footwear,Footwear,subgroup,3,Clothing and footwear,Clothing and footwear,0.7,7.9,4.6,,,
Expenditure quintile 4,2008,expq4,4,Housing and household utilities,Housing,group,4,Housing and household utilities,Housing,14.5,164.1,95,,,
Expenditure quintile 4,2008,expq4,4.1,Actual rentals for housing,Rent,subgroup,4,Housing and household utilities,Housing,6.6,74.7,43.3,,,
Expenditure quintile 4,2008,expq4,4.3,Property maintenance,Property maintenance,subgroup,4,Housing and household utilities,Housing,1.7,19.2,11.1,,,
Expenditure quintile 4,2008,expq4,4.4,Property rates and related services,Property rates,subgroup,4,Housing and household utilities,Housing,2.7,30.6,17.7,,,
Expenditure quintile 4,2008,expq4,4.5,Household energy,Household energy,subgroup,4,Housing and household utilities,Housing,3.6,40.7,23.6,,,
Expenditure quintile 4,2008,expq4,5,Household contents and services,Contents and services,group,5,Household contents and services,Contents and services,4.8,54.3,31.5,,,
Expenditure quintile 4,2008,expq4,5.1,"Furniture, furnishings and floor coverings",Furniture,subgroup,5,Household contents and services,Contents and services,1.6,18.1,10.5,,,
Expenditure quintile 4,2008,expq4,5.2,Household textiles,Textiles,subgroup,5,Household contents and services,Contents and services,0.4,4.5,2.6,,,
Expenditure quintile 4,2008,expq4,5.3,Household appliances,Appliances,subgroup,5,Household contents and services,Contents and services,1.4,15.9,9.2,,,
Expenditure quintile 4,2008,expq4,5.4,"Glassware, tableware and household utensils",Utensils,subgroup,5,Household contents and services,Contents and services,0.2,2.3,1.3,,,
